Entry#,melt,diffusing species,type of diffusion,type of experiment,T(K),P(MPa),PH2O(Mpa),C range(wt%),D(m2/s),1s error,SiO2,TiO2,Al2O3,FeOt,MnO,MgO,CaO,Na2O,K2O,P2O5,H2Ot,Composition unit,dry total,Ref#,Ref# (Repeat but for checking it copied over correctly),author,year,journal,Vol,Page,Comments,doi,title
909,HR7 (HPG8),B,FEBD,Diffusion couple,1673.15,0.1,,,8.83e-15,,77.9136348349289,,11.98636590220126,,,,,4.618585355066387,4.13397566549033,,,wt%,98.65256175768687,Chakraborty1993GCA,Chakraborty1993GCA,Chakraborty,1993,GCA,57,1741.0,B2O3=1.35 wt%; SiO2/(B2O3+SiO2)=0.983,10.1016/0016-7037(93)90110-i,Chemical diffusivity of boron in melts of haplogranitic composition
910,HR7 (HPG8),B,FEBD,Diffusion couple,1673.15,0.1,,,8.21e-15,,78.33290326590367,,12.01592268454151,,,,,4.612017181212997,4.167911230399515,,,wt%,99.12875436205768,Chakraborty1993GCA,Chakraborty1993GCA,Chakraborty,1993,GCA,57,1741.0,B2O3=0.87 wt%; SiO2/(B2O3+SiO2)=0.989,10.1016/0016-7037(93)90110-i,Chemical diffusivity of boron in melts of haplogranitic composition
911,HR7 (HPG8),B,FEBD,Diffusion couple,1673.15,0.1,,,6.09e-15,,78.8909919419378,,12.05526575047603,,,,,4.603274277671992,4.213082898694704,,,wt%,99.76261486878053,Chakraborty1993GCA,Chakraborty1993GCA,Chakraborty,1993,GCA,57,1741.0,B2O3=0.24 wt%; SiO2/(B2O3+SiO2)=0.997,10.1016/0016-7037(93)90110-i,Chemical diffusivity of boron in melts of haplogranitic composition
912,HR7 (HPG8),B,FEBD,Diffusion couple,1673.15,0.1,,,5.83e-15,,79.03034730588485,,12.06508975785611,,,,,4.601091164920864,4.224362314575536,,,wt%,99.92089054323735,Chakraborty1993GCA,Chakraborty1993GCA,Chakraborty,1993,GCA,57,1741.0,B2O3=0.08 wt%; SiO2/(B2O3+SiO2)=0.999,10.1016/0016-7037(93)90110-i,Chemical diffusivity of boron in melts of haplogranitic composition
913,HR7 (HPG8),B,FEBD,Diffusion couple,1473.15,0.1,,,1.42e-15,,75.38531361915953,,11.80812915853083,,,,,4.658193520326482,3.929333478313175,,,wt%,95.78096977633001,Chakraborty1993GCA,Chakraborty1993GCA,Chakraborty,1993,GCA,57,1741.0,B2O3=4.22 wt%; SiO2/(B2O3+SiO2)=0.947,10.1016/0016-7037(93)90110-i,Chemical diffusivity of boron in melts of haplogranitic composition
914,HR7 (HPG8),B,FEBD,Diffusion couple,1473.15,0.1,,,1.22e-15,,75.66731914755856,,11.82800944382267,,,,,4.653775679150518,3.952158991055655,,,wt%,96.10126326158739,Chakraborty1993GCA,Chakraborty1993GCA,Chakraborty,1993,GCA,57,1741.0,B2O3=3.9 wt%; SiO2/(B2O3+SiO2)=0.951,10.1016/0016-7037(93)90110-i,Chemical diffusivity of boron in melts of haplogranitic composition
915,HR7 (HPG8),B,FEBD,Diffusion couple,1473.15,0.1,,,1.21e-15,,75.94905352933019,,11.8478706143392,,,,,4.6493620857024,3.974962557204271,,,wt%,96.42124878657606,Chakraborty1993GCA,Chakraborty1993GCA,Chakraborty,1993,GCA,57,1741.0,B2O3=3.58 wt%; SiO2/(B2O3+SiO2)=0.955,10.1016/0016-7037(93)90110-i,Chemical diffusivity of boron in melts of haplogranitic composition
916,HR7 (HPG8),B,FEBD,Diffusion couple,1473.15,0.1,,,1.1e-15,,76.37114755688589,,11.87762659017211,,,,,4.642749646628419,4.009126825753166,,,wt%,96.90065061943959,Chakraborty1993GCA,Chakraborty1993GCA,Chakraborty,1993,GCA,57,1741.0,B2O3=3.1 wt%; SiO2/(B2O3+SiO2)=0.961,10.1016/0016-7037(93)90110-i,Chemical diffusivity of boron in melts of haplogranitic composition
917,HR7 (HPG8),B,FEBD,Diffusion couple,1473.15,0.1,,,9.4e-16,,76.7224281678177,,11.90239049747018,,,,,4.637246556117738,4.037559460058352,,,wt%,97.29962468146395,Chakraborty1993GCA,Chakraborty1993GCA,Chakraborty,1993,GCA,57,1741.0,B2O3=2.7 wt%; SiO2/(B2O3+SiO2)=0.966,10.1016/0016-7037(93)90110-i,Chemical diffusivity of boron in melts of haplogranitic composition
918,HR7 (HPG8),B,FEBD,Diffusion couple,1473.15,0.1,,,7.89e-16,,77.56378383611151,,11.96170277695825,,,,,4.624066049564832,4.105658743915031,,,wt%,98.25521140654962,Chakraborty1993GCA,Chakraborty1993GCA,Chakraborty,1993,GCA,57,1741.0,B2O3=1.74 wt%; SiO2/(B2O3+SiO2)=0.978,10.1016/0016-7037(93)90110-i,Chemical diffusivity of boron in melts of haplogranitic composition
919,HR7 (HPG8),B,FEBD,Diffusion couple,1473.15,0.1,,,6.34e-16,,78.26306702027736,,12.01099950273496,,,,,4.613111221614453,4.162258688325322,,,wt%,99.04943643295209,Chakraborty1993GCA,Chakraborty1993GCA,Chakraborty,1993,GCA,57,1741.0,B2O3=0.95 wt%; SiO2/(B2O3+SiO2)=0.988,10.1016/0016-7037(93)90110-i,Chemical diffusivity of boron in melts of haplogranitic composition
920,HR7 (HPG8),B,FEBD,Diffusion couple,1473.15,0.1,,,4.83e-16,,78.75156990385057,,12.0454370428302,,,,,4.605458434926622,4.201798086212449,,,wt%,99.60426346781983,Chakraborty1993GCA,Chakraborty1993GCA,Chakraborty,1993,GCA,57,1741.0,B2O3=0.4 wt%; SiO2/(B2O3+SiO2)=0.995,10.1016/0016-7037(93)90110-i,Chemical diffusivity of boron in melts of haplogranitic composition
921,HR7 (HPG8),B,FEBD,Diffusion couple,1473.15,0.1,,,4.33e-16,,78.96067795518928,,12.06017834148854,,,,,4.602182590780324,4.218723280968324,,,wt%,99.84176216842647,Chakraborty1993GCA,Chakraborty1993GCA,Chakraborty,1993,GCA,57,1741.0,B2O3=0.16 wt%; SiO2/(B2O3+SiO2)=0.998,10.1016/0016-7037(93)90110-i,Chemical diffusivity of boron in melts of haplogranitic composition
922,HR7 (HPG8),B,FEBD,Diffusion couple,1873.15,0.1,,,2.37e-13,,75.66731914755856,,11.82800944382267,,,,,4.653775679150518,3.952158991055655,,,wt%,96.10126326158739,Chakraborty1993GCA,Chakraborty1993GCA,Chakraborty,1993,GCA,57,1741.0,B2O3=3.9 wt%; SiO2/(B2O3+SiO2)=0.951,10.1016/0016-7037(93)90110-i,Chemical diffusivity of boron in melts of haplogranitic composition
923,HR7 (HPG8),B,FEBD,Diffusion couple,1873.15,0.1,,,2.69e-13,,75.94905352933019,,11.8478706143392,,,,,4.6493620857024,3.974962557204271,,,wt%,96.42124878657606,Chakraborty1993GCA,Chakraborty1993GCA,Chakraborty,1993,GCA,57,1741.0,B2O3=3.58 wt%; SiO2/(B2O3+SiO2)=0.955,10.1016/0016-7037(93)90110-i,Chemical diffusivity of boron in melts of haplogranitic composition
924,HR7 (HPG8),B,FEBD,Diffusion couple,1873.15,0.1,,,2.52e-13,,76.08981916240722,,11.8577940401697,,,,,4.647156879962289,3.986356120194841,,,wt%,96.58112620273405,Chakraborty1993GCA,Chakraborty1993GCA,Chakraborty,1993,GCA,57,1741.0,B2O3=3.42 wt%; SiO2/(B2O3+SiO2)=0.957,10.1016/0016-7037(93)90110-i,Chemical diffusivity of boron in melts of haplogranitic composition
925,HR7 (HPG8),B,FEBD,Diffusion couple,1873.15,0.1,,,2.29e-13,,76.37114755688589,,11.87762659017211,,,,,4.642749646628419,4.009126825753166,,,wt%,96.90065061943959,Chakraborty1993GCA,Chakraborty1993GCA,Chakraborty,1993,GCA,57,1741.0,B2O3=3.1 wt%; SiO2/(B2O3+SiO2)=0.961,10.1016/0016-7037(93)90110-i,Chemical diffusivity of boron in melts of haplogranitic composition
926,HR7 (HPG8),B,FEBD,Diffusion couple,1873.15,0.1,,,2.57e-13,,76.5117104157238,,11.88753572121291,,,,,4.640547617508243,4.02050397620741,,,wt%,97.06029773065237,Chakraborty1993GCA,Chakraborty1993GCA,Chakraborty,1993,GCA,57,1741.0,B2O3=2.94 wt%; SiO2/(B2O3+SiO2)=0.963,10.1016/0016-7037(93)90110-i,Chemical diffusivity of boron in melts of haplogranitic composition
927,HR7 (HPG8),B,FEBD,Diffusion couple,1873.15,0.1,,,2.53e-13,,76.79263369983659,,11.90733971252112,,,,,4.636146730550863,4.043241892153876,,,wt%,97.37936203506244,Chakraborty1993GCA,Chakraborty1993GCA,Chakraborty,1993,GCA,57,1741.0,B2O3=2.62 wt%; SiO2/(B2O3+SiO2)=0.967,10.1016/0016-7037(93)90110-i,Chemical diffusivity of boron in melts of haplogranitic composition
928,HR7 (HPG8),B,FEBD,Diffusion couple,1873.15,0.1,,,3.01e-13,,77.0732873963072,,11.92712469895638,,,,,4.631750066898581,4.065957987690661,,,wt%,97.69812014985283,Chakraborty1993GCA,Chakraborty1993GCA,Chakraborty,1993,GCA,57,1741.0,B2O3=2.3 wt%; SiO2/(B2O3+SiO2)=0.971,10.1016/0016-7037(93)90110-i,Chemical diffusivity of boron in melts of haplogranitic composition
929,HR7 (HPG8),B,FEBD,Diffusion couple,1873.15,0.1,,,1.78e-13,,77.14340874282655,,11.93206797925932,,,,,4.630651560164597,4.071633605816249,,,wt%,97.7777618880667,Chakraborty1993GCA,Chakraborty1993GCA,Chakraborty,1993,GCA,57,1741.0,B2O3=2.22 wt%; SiO2/(B2O3+SiO2)=0.972,10.1016/0016-7037(93)90110-i,Chemical diffusivity of boron in melts of haplogranitic composition
930,HR7 (HPG8),B,FEBD,Diffusion couple,1873.15,0.1,,,1.86e-13,,77.42372600011066,,11.95182924804958,,,,,4.626260167100094,4.094322469982847,,,wt%,98.09613788524318,Chakraborty1993GCA,Chakraborty1993GCA,Chakraborty,1993,GCA,57,1741.0,B2O3=1.9 wt%; SiO2/(B2O3+SiO2)=0.976,10.1016/0016-7037(93)90110-i,Chemical diffusivity of boron in melts of haplogranitic composition
931,HR7 (HPG8),B,FEBD,Diffusion couple,1873.15,0.1,,,2e-13,,77.70377454143238,,11.97157157341691,,,,,4.621872983685132,4.116989584293483,,,wt%,98.4142086828279,Chakraborty1993GCA,Chakraborty1993GCA,Chakraborty,1993,GCA,57,1741.0,B2O3=1.59 wt%; SiO2/(B2O3+SiO2)=0.98,10.1016/0016-7037(93)90110-i,Chemical diffusivity of boron in melts of haplogranitic composition
932,HR7 (HPG8),B,FEBD,Diffusion couple,1873.15,0.1,,,1.31e-13,,78.05345792455437,,11.99622288240984,,,,,4.616394915020035,4.145292939063148,,,wt%,98.8113686610474,Chakraborty1993GCA,Chakraborty1993GCA,Chakraborty,1993,GCA,57,1741.0,B2O3=1.19 wt%; SiO2/(B2O3+SiO2)=0.985,10.1016/0016-7037(93)90110-i,Chemical diffusivity of boron in melts of haplogranitic composition
933,HR7 (HPG8),B,FEBD,Diffusion couple,1873.15,0.1,,,1.24e-13,,78.54231172799734,,12.03068516098154,,,,,4.608736630892992,4.184860740386209,,,wt%,99.36659426025808,Chakraborty1993GCA,Chakraborty1993GCA,Chakraborty,1993,GCA,57,1741.0,B2O3=0.63 wt%; SiO2/(B2O3+SiO2)=0.992,10.1016/0016-7037(93)90110-i,Chemical diffusivity of boron in melts of haplogranitic composition
934,HR7 (HPG8),B,FEBD,Diffusion couple,1873.15,0.1,,,1.77e-13,,78.75156990385057,,12.0454370428302,,,,,4.605458434926622,4.201798086212449,,,wt%,99.60426346781983,Chakraborty1993GCA,Chakraborty1993GCA,Chakraborty,1993,GCA,57,1741.0,B2O3=0.4 wt%; SiO2/(B2O3+SiO2)=0.995,10.1016/0016-7037(93)90110-i,Chemical diffusivity of boron in melts of haplogranitic composition
935,HR7 (HPG8),B,FEBD,Diffusion couple,1873.15,0.1,,,2.08e-13,,79.03034730588485,,12.06508975785611,,,,,4.601091164920864,4.224362314575536,,,wt%,99.92089054323735,Chakraborty1993GCA,Chakraborty1993GCA,Chakraborty,1993,GCA,57,1741.0,B2O3=0.08 wt%; SiO2/(B2O3+SiO2)=0.999,10.1016/0016-7037(93)90110-i,Chemical diffusivity of boron in melts of haplogranitic composition
936,HR7 (HPG8),B,FEBD,Diffusion couple,1773.15,0.1,,,5.68e-14,,75.94905352933019,,11.8478706143392,,,,,4.6493620857024,3.974962557204271,,,wt%,96.42124878657606,Chakraborty1993GCA,Chakraborty1993GCA,Chakraborty,1993,GCA,57,1741.0,B2O3=3.58 wt%; SiO2/(B2O3+SiO2)=0.955,10.1016/0016-7037(93)90110-i,Chemical diffusivity of boron in melts of haplogranitic composition
937,HR7 (HPG8),B,FEBD,Diffusion couple,1773.15,0.1,,,3.66e-14,,76.44143742610109,,11.88258175066509,,,,,4.641648499852202,4.014816084096955,,,wt%,96.98048376071533,Chakraborty1993GCA,Chakraborty1993GCA,Chakraborty,1993,GCA,57,1741.0,B2O3=3.02 wt%; SiO2/(B2O3+SiO2)=0.962,10.1016/0016-7037(93)90110-i,Chemical diffusivity of boron in melts of haplogranitic composition
938,HR7 (HPG8),B,FEBD,Diffusion couple,1773.15,0.1,,,3.01e-14,,77.0031492248062,,11.92218023255814,,,,,4.632848837209302,4.060281007751938,,,wt%,97.61845930232559,Chakraborty1993GCA,Chakraborty1993GCA,Chakraborty,1993,GCA,57,1741.0,B2O3=2.38 wt%; SiO2/(B2O3+SiO2)=0.97,10.1016/0016-7037(93)90110-i,Chemical diffusivity of boron in melts of haplogranitic composition
939,HR7 (HPG8),B,FEBD,Diffusion couple,1773.15,0.1,,,3.07e-14,,77.70377454143238,,11.97157157341691,,,,,4.621872983685132,4.116989584293483,,,wt%,98.4142086828279,Chakraborty1993GCA,Chakraborty1993GCA,Chakraborty,1993,GCA,57,1741.0,B2O3=1.59 wt%; SiO2/(B2O3+SiO2)=0.98,10.1016/0016-7037(93)90110-i,Chemical diffusivity of boron in melts of haplogranitic composition
948,CaSiO3-Al2O3,Al,SEBD,dissolving sapphire,1823.15,0.1,,21 to 47,2e-11,,34.13620253164557,,34.0,,,,31.86379746835443,,,,,wt%,100.0,Cooper1964JACS,Cooper1964JACS,Cooper,1964,JACS,47,37.0,melt compsition is average of interface and initial melts,10.1111/j.1151-2916.1964.tb14638.x,"Dissolution in Ceramic Systems: I, Molecular Diffusion, Natural Convection, and Forced Convection Studies of Sapphire Dissolution in Calcium Aluminum Silicate"
949,CaSiO3-Al2O3,Al,SEBD,dissolving sapphire,1753.15,0.1,,21 to 43,9.1e-12,,35.1706329113924,,32.0,,,,32.8293670886076,,,,,wt%,100.0,Cooper1964JACS,Cooper1964JACS,Cooper,1964,JACS,47,37.0,melt compsition is average of interface and initial melts,10.1111/j.1151-2916.1964.tb14638.x,"Dissolution in Ceramic Systems: I, Molecular Diffusion, Natural Convection, and Forced Convection Studies of Sapphire Dissolution in Calcium Aluminum Silicate"
950,CaSiO3-Al2O3,Al,SEBD,dissolving sapphire,1683.15,0.1,,21 to 40,2.1e-12,,35.94645569620253,,30.5,,,,33.55354430379747,,,,,wt%,100.0,Cooper1964JACS,Cooper1964JACS,Cooper,1964,JACS,47,37.0,melt compsition is average of interface and initial melts,10.1111/j.1151-2916.1964.tb14638.x,"Dissolution in Ceramic Systems: I, Molecular Diffusion, Natural Convection, and Forced Convection Studies of Sapphire Dissolution in Calcium Aluminum Silicate"
951,CaSiO3-Al2O3,Al,SEBD,dissolving sapphire,1618.15,0.1,,21 to 38,2.6e-13,,36.46367088607595,,29.5,,,,34.03632911392405,,,,,wt%,100.0,Cooper1964JACS,Cooper1964JACS,Cooper,1964,JACS,47,37.0,melt compsition is average of interface and initial melts,10.1111/j.1151-2916.1964.tb14638.x,"Dissolution in Ceramic Systems: I, Molecular Diffusion, Natural Convection, and Forced Convection Studies of Sapphire Dissolution in Calcium Aluminum Silicate"
952,CaSiO3-Al2O3,Al,SEBD,dissolving sapphire,1823.15,0.1,,15 to 47,2.5e-11,,35.69329411764706,,31.0,,,,33.30670588235294,,,,,wt%,100.0,Cooper1964JACS,Cooper1964JACS,Cooper,1964,JACS,47,37.0,melt compsition is average of interface and initial melts,10.1111/j.1151-2916.1964.tb14638.x,"Dissolution in Ceramic Systems: I, Molecular Diffusion, Natural Convection, and Forced Convection Studies of Sapphire Dissolution in Calcium Aluminum Silicate"
953,CaSiO3-Al2O3,Al,SEBD,dissolving sapphire,1823.15,0.1,,7 to 47,3.3e-11,,37.75591397849463,,27.0,,,,35.24408602150537,,,,,wt%,100.0,Cooper1964JACS,Cooper1964JACS,Cooper,1964,JACS,47,37.0,melt compsition is average of interface and initial melts,10.1111/j.1151-2916.1964.tb14638.x,"Dissolution in Ceramic Systems: I, Molecular Diffusion, Natural Convection, and Forced Convection Studies of Sapphire Dissolution in Calcium Aluminum Silicate"
954,CaSiO3-Al2O3,Al,SEBD,dissolving sapphire,1783.15,0.1,,7 to 45,2e-11,,38.27311827956989,,26.0,,,,35.72688172043011,,,,,wt%,100.0,Cooper1964JACS,Cooper1964JACS,Cooper,1964,JACS,47,37.0,melt compsition is average of interface and initial melts,10.1111/j.1151-2916.1964.tb14638.x,"Dissolution in Ceramic Systems: I, Molecular Diffusion, Natural Convection, and Forced Convection Studies of Sapphire Dissolution in Calcium Aluminum Silicate"
955,HD1-rhyolite7(GM1F-LCO),Al,SEBD,diffusion couple,1273.15,10.34,,12.65 to 15.57,1.62e-15,8.855e-16,70.945,0.055,14.11,0.335,0.04,0.03,0.5800000000000001,7.405,4.705,0.0,,wt%,98.205,Baker1988JNCS,Baker1988JNCS,Baker,1988,JNCS,102,62.0,,10.1016/0022-3093(88)90113-5,"Journal of Non-Crystalline Solids 102 (1988) 62-70 North-Holland, Amsterdam DIFFUSION OF MAJOR AND TRACE ELEMENTS IN COMPOSITIONALLY COMPLEX CI-AND F-BEARING SILICATE MELTS"
956,HD1-rhyolite7(GM1F-LCO),Al,SEBD,diffusion couple,1273.15,10.34,,12.65 to 15.58,1.61e-15,3.008e-15,70.945,0.055,14.11,0.335,0.04,0.03,0.5800000000000001,7.405,4.705,0.0,,wt%,98.205,Baker1988JNCS,Baker1988JNCS,Baker,1988,JNCS,102,62.0,,10.1016/0022-3093(88)90113-5,"Journal of Non-Crystalline Solids 102 (1988) 62-70 North-Holland, Amsterdam DIFFUSION OF MAJOR AND TRACE ELEMENTS IN COMPOSITIONALLY COMPLEX CI-AND F-BEARING SILICATE MELTS"
957,HD1-rhyolite7(GM1F-LCO),Al,SEBD,diffusion couple,1373.15,1000,,12.65 to 15.58,2.07e-14,1.166e-14,70.945,0.055,14.11,0.335,0.04,0.03,0.5800000000000001,7.405,4.705,0.0,,wt%,98.205,Baker1988JNCS,Baker1988JNCS,Baker,1988,JNCS,102,62.0,,10.1016/0022-3093(88)90113-5,"Journal of Non-Crystalline Solids 102 (1988) 62-70 North-Holland, Amsterdam DIFFUSION OF MAJOR AND TRACE ELEMENTS IN COMPOSITIONALLY COMPLEX CI-AND F-BEARING SILICATE MELTS"
958,Rhyolite1-rhyolite7 (P210-LCO),Al,SEBD,diffusion couple,1256.15,10.34,,7.69 to 12.65,1.89e-15,6.42e-16,72.58500000000001,0.185,10.17,4.365,0.2,0.035,0.395,6.99,4.395,0.0,,wt%,99.32,Baker1988JNCS,Baker1988JNCS,Baker,1988,JNCS,102,62.0,,10.1016/0022-3093(88)90113-5,"Journal of Non-Crystalline Solids 102 (1988) 62-70 North-Holland, Amsterdam DIFFUSION OF MAJOR AND TRACE ELEMENTS IN COMPOSITIONALLY COMPLEX CI-AND F-BEARING SILICATE MELTS"
959,Rhyolite1-rhyolite7 (P210-LCO),Al,SEBD,diffusion couple,1256.15,10.34,,7.69 to 12.65,5.04e-15,2.3e-15,72.58500000000001,0.185,10.17,4.365,0.2,0.035,0.395,6.99,4.395,0.0,,wt%,99.32,Baker1988JNCS,Baker1988JNCS,Baker,1988,JNCS,102,62.0,,10.1016/0022-3093(88)90113-5,"Journal of Non-Crystalline Solids 102 (1988) 62-70 North-Holland, Amsterdam DIFFUSION OF MAJOR AND TRACE ELEMENTS IN COMPOSITIONALLY COMPLEX CI-AND F-BEARING SILICATE MELTS"
960,Rhyolite1-rhyolite7 (P210-LCO),Al,SEBD,diffusion couple,1273.15,10.34,,7.69 to 12.65,2.23e-15,5.015000000000001e-16,72.58500000000001,0.185,10.17,4.365,0.2,0.035,0.395,6.99,4.395,0.0,,wt%,99.32,Baker1988JNCS,Baker1988JNCS,Baker,1988,JNCS,102,62.0,,10.1016/0022-3093(88)90113-5,"Journal of Non-Crystalline Solids 102 (1988) 62-70 North-Holland, Amsterdam DIFFUSION OF MAJOR AND TRACE ELEMENTS IN COMPOSITIONALLY COMPLEX CI-AND F-BEARING SILICATE MELTS"
961,Rhyolite1-rhyolite7 (P210-LCO),Al,SEBD,diffusion couple,1273.15,10.34,,7.69 to 12.65,3.69e-15,9.385000000000002e-16,72.58500000000001,0.185,10.17,4.365,0.2,0.035,0.395,6.99,4.395,0.0,,wt%,99.32,Baker1988JNCS,Baker1988JNCS,Baker,1988,JNCS,102,62.0,,10.1016/0022-3093(88)90113-5,"Journal of Non-Crystalline Solids 102 (1988) 62-70 North-Holland, Amsterdam DIFFUSION OF MAJOR AND TRACE ELEMENTS IN COMPOSITIONALLY COMPLEX CI-AND F-BEARING SILICATE MELTS"
962,Rhyolite1-rhyolite7 (P210-LCO),Al,SEBD,diffusion couple,1171.15,13.8,,7.69 to 12.65,5.45e-16,2.315e-16,72.58500000000001,0.185,10.17,4.365,0.2,0.035,0.395,6.99,4.395,0.0,,wt%,99.32,Baker1988JNCS,Baker1988JNCS,Baker,1988,JNCS,102,62.0,,10.1016/0022-3093(88)90113-5,"Journal of Non-Crystalline Solids 102 (1988) 62-70 North-Holland, Amsterdam DIFFUSION OF MAJOR AND TRACE ELEMENTS IN COMPOSITIONALLY COMPLEX CI-AND F-BEARING SILICATE MELTS"
963,Rhyolite1-rhyolite7 (P210-LCO),Al,SEBD,diffusion couple,1171.15,13.8,,7.69 to 12.65,9.689e-16,2.18e-16,72.58500000000001,0.185,10.17,4.365,0.2,0.035,0.395,6.99,4.395,0.0,,wt%,99.32,Baker1988JNCS,Baker1988JNCS,Baker,1988,JNCS,102,62.0,,10.1016/0022-3093(88)90113-5,"Journal of Non-Crystalline Solids 102 (1988) 62-70 North-Holland, Amsterdam DIFFUSION OF MAJOR AND TRACE ELEMENTS IN COMPOSITIONALLY COMPLEX CI-AND F-BEARING SILICATE MELTS"
964,Rhyolite1-rhyolite7 (P210-LCO),Al,SEBD,diffusion couple,1218.15,20,,7.69 to 12.65,3.32e-16,4.07e-16,72.58500000000001,0.185,10.17,4.365,0.2,0.035,0.395,6.99,4.395,0.0,,wt%,99.32,Baker1988JNCS,Baker1988JNCS,Baker,1988,JNCS,102,62.0,,10.1016/0022-3093(88)90113-5,"Journal of Non-Crystalline Solids 102 (1988) 62-70 North-Holland, Amsterdam DIFFUSION OF MAJOR AND TRACE ELEMENTS IN COMPOSITIONALLY COMPLEX CI-AND F-BEARING SILICATE MELTS"
965,Rhyolite1-rhyolite7 (P210-LCO),Al,SEBD,diffusion couple,1273.15,200,,7.69 to 12.65,8.6e-16,2.865000000000001e-15,72.58500000000001,0.185,10.17,4.365,0.2,0.035,0.395,6.99,4.395,0.0,,wt%,99.32,Baker1988JNCS,Baker1988JNCS,Baker,1988,JNCS,102,62.0,,10.1016/0022-3093(88)90113-5,"Journal of Non-Crystalline Solids 102 (1988) 62-70 North-Holland, Amsterdam DIFFUSION OF MAJOR AND TRACE ELEMENTS IN COMPOSITIONALLY COMPLEX CI-AND F-BEARING SILICATE MELTS"
966,Rhyolite1-rhyolite7 (P210-LCO),Al,SEBD,diffusion couple,1373.15,200,,7.69 to 12.65,6.51e-15,1.8e-15,72.58500000000001,0.185,10.17,4.365,0.2,0.035,0.395,6.99,4.395,0.0,,wt%,99.32,Baker1988JNCS,Baker1988JNCS,Baker,1988,JNCS,102,62.0,,10.1016/0022-3093(88)90113-5,"Journal of Non-Crystalline Solids 102 (1988) 62-70 North-Holland, Amsterdam DIFFUSION OF MAJOR AND TRACE ELEMENTS IN COMPOSITIONALLY COMPLEX CI-AND F-BEARING SILICATE MELTS"
967,Rhyolite1-rhyolite7 (P210-LCO),Al,SEBD,diffusion couple,1466.15,200,,7.69 to 12.65,4.84e-14,1.715e-14,72.58500000000001,0.185,10.17,4.365,0.2,0.035,0.395,6.99,4.395,0.0,,wt%,99.32,Baker1988JNCS,Baker1988JNCS,Baker,1988,JNCS,102,62.0,,10.1016/0022-3093(88)90113-5,"Journal of Non-Crystalline Solids 102 (1988) 62-70 North-Holland, Amsterdam DIFFUSION OF MAJOR AND TRACE ELEMENTS IN COMPOSITIONALLY COMPLEX CI-AND F-BEARING SILICATE MELTS"
968,Rhyolite1-rhyolite7 (P210-LCO),Al,SEBD,diffusion couple,1373.15,1000,,7.69 to 12.65,2.66e-14,5.405e-15,72.58500000000001,0.185,10.17,4.365,0.2,0.035,0.395,6.99,4.395,0.0,,wt%,99.32,Baker1988JNCS,Baker1988JNCS,Baker,1988,JNCS,102,62.0,,10.1016/0022-3093(88)90113-5,"Journal of Non-Crystalline Solids 102 (1988) 62-70 North-Holland, Amsterdam DIFFUSION OF MAJOR AND TRACE ELEMENTS IN COMPOSITIONALLY COMPLEX CI-AND F-BEARING SILICATE MELTS"
969,Rhyolite1-rhyolite7 (P210-LCO),Al,SEBD,diffusion couple,1373.15,1000,,7.69 to 12.65,2.25e-14,4.38e-15,72.58500000000001,0.185,10.17,4.365,0.2,0.035,0.395,6.99,4.395,0.0,,wt%,99.32,Baker1988JNCS,Baker1988JNCS,Baker,1988,JNCS,102,62.0,,10.1016/0022-3093(88)90113-5,"Journal of Non-Crystalline Solids 102 (1988) 62-70 North-Holland, Amsterdam DIFFUSION OF MAJOR AND TRACE ELEMENTS IN COMPOSITIONALLY COMPLEX CI-AND F-BEARING SILICATE MELTS"
970,Rhyolite1-rhyolite7 (P210-LCO),Al,SEBD,diffusion couple,1473.15,1000,,7.69 to 12.65,5.69e-14,1.24e-14,72.58500000000001,0.185,10.17,4.365,0.2,0.035,0.395,6.99,4.395,0.0,,wt%,99.32,Baker1988JNCS,Baker1988JNCS,Baker,1988,JNCS,102,62.0,,10.1016/0022-3093(88)90113-5,"Journal of Non-Crystalline Solids 102 (1988) 62-70 North-Holland, Amsterdam DIFFUSION OF MAJOR AND TRACE ELEMENTS IN COMPOSITIONALLY COMPLEX CI-AND F-BEARING SILICATE MELTS"
971,Rhyolite1-rhyolite7 (P210-LCO),Al,SEBD,diffusion couple,1573.15,1000,,7.69 to 12.65,4.41e-14,1.184e-14,72.58500000000001,0.185,10.17,4.365,0.2,0.035,0.395,6.99,4.395,0.0,,wt%,99.32,Baker1988JNCS,Baker1988JNCS,Baker,1988,JNCS,102,62.0,,10.1016/0022-3093(88)90113-5,"Journal of Non-Crystalline Solids 102 (1988) 62-70 North-Holland, Amsterdam DIFFUSION OF MAJOR AND TRACE ELEMENTS IN COMPOSITIONALLY COMPLEX CI-AND F-BEARING SILICATE MELTS"
972,Rhyolite1-rhyolite7 (P210-LCO),Al,SEBD,diffusion couple,1673.15,1000,,7.69 to 12.65,1.18e-13,3.6e-14,72.58500000000001,0.185,10.17,4.365,0.2,0.035,0.395,6.99,4.395,0.0,,wt%,99.32,Baker1988JNCS,Baker1988JNCS,Baker,1988,JNCS,102,62.0,,10.1016/0022-3093(88)90113-5,"Journal of Non-Crystalline Solids 102 (1988) 62-70 North-Holland, Amsterdam DIFFUSION OF MAJOR AND TRACE ELEMENTS IN COMPOSITIONALLY COMPLEX CI-AND F-BEARING SILICATE MELTS"
