Entry#,melt,diffusing species,type of diffusion,type of experiment,T(K),P(MPa),PH2O(Mpa),C range(wt%),D(m2/s),1s error,SiO2,TiO2,Al2O3,FeOt,MnO,MgO,CaO,Na2O,K2O,P2O5,H2Ot,Composition unit,dry total,Ref#,Ref# (Repeat but for checking it copied over correctly),author,year,journal,Vol,Page,Comments,doi,title
2088,wet phonolite1,Y,Tracer,diffusion triple,1528.15,500,,,6.456542290346558e-12,7.433369015018811e-13,59.8,0.78,19.52,2.95,,0.66,3.86,5.5,7.31,,1.86,wt%,100.38,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2119,wet phonolite1,La,Tracer,diffusion triple,1323.15,500,,,3.388441561392008e-13,9.362610033291248e-14,59.8,0.78,19.52,2.95,,0.66,3.86,5.5,7.31,,1.6,wt%,100.38,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,64.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2120,Trachyte1,La,Tracer,diffusion triple,1323.15,500,,,1.174897554939527e-14,1.623180957479345e-15,62.37,0.48,18.61,3.68,,0.24,1.73,5.43,7.25,,0.1,wt%,99.79,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2121,Trachyte1,La,Tracer,diffusion triple,1423.15,500,,,3.01995172040201e-14,4.867587069071573e-15,62.37,0.48,18.61,3.68,,0.24,1.73,5.43,7.25,,0.08,wt%,99.79,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2122,Trachyte1,La,Tracer,diffusion triple,1423.15,500,,,4.168693834703339e-14,5.759263368626456e-15,62.37,0.48,18.61,3.68,,0.24,1.73,5.43,7.25,,0.04,wt%,99.79,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2123,Trachyte1,La,Tracer,diffusion triple,1468.15,500,,,5.88843655355586e-14,1.084690098340717e-14,62.37,0.48,18.61,3.68,,0.24,1.73,5.43,7.25,,0.07,wt%,99.79,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2124,Trachyte1,La,Tracer,diffusion triple,1523.15,500,,,1.148153621496882e-13,1.586232847995509e-14,62.37,0.48,18.61,3.68,,0.24,1.73,5.43,7.25,,0.06,wt%,99.79,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2125,Trachyte1,La,Tracer,diffusion triple,1527.15,500,,,1.071519305237602e-13,1.480358627457264e-14,62.37,0.48,18.61,3.68,,0.24,1.73,5.43,7.25,,0.06,wt%,99.79,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2126,wet trachyte1,La,Tracer,diffusion triple,1323.15,500,,,3.801893963205604e-13,7.878765928339149e-14,62.37,0.48,18.61,3.68,,0.24,1.73,5.43,7.25,,1.71,wt%,99.79,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2127,wet trachyte1,La,Tracer,diffusion triple,1373.15,500,,,5.011872336272707e-13,9.23221002359262e-14,62.37,0.48,18.61,3.68,,0.24,1.73,5.43,7.25,,1.15,wt%,99.79,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2128,wet trachyte1,La,Tracer,diffusion triple,1423.15,500,,,8.317637711026695e-13,2.10672754625687e-13,62.37,0.48,18.61,3.68,,0.24,1.73,5.43,7.25,,1.13,wt%,99.79,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2129,wet trachyte1,La,Tracer,diffusion triple,1464.15,500,,,1.348962882591653e-12,2.174271277120473e-13,62.37,0.48,18.61,3.68,,0.24,1.73,5.43,7.25,,1.66,wt%,99.79,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2130,wet trachyte1,La,Tracer,diffusion triple,1527.15,500,,,2.089296130854035e-12,2.405391062877319e-13,62.37,0.48,18.61,3.68,,0.24,1.73,5.43,7.25,,1.4,wt%,99.79,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2131,phonolite1,La,Tracer,diffusion triple,1373.15,500,,,9.772372209558072e-14,2.700206228750124e-14,59.8,0.78,19.52,2.95,,0.66,3.86,5.5,7.31,,0.07,wt%,100.38,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2132,phonolite1,La,Tracer,diffusion triple,1423.15,500,,,1.380384264602883e-13,2.542761784222517e-13,59.8,0.78,19.52,2.95,,0.66,3.86,5.5,7.31,,0.06,wt%,100.38,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2133,phonolite1,La,Tracer,diffusion triple,1423.15,500,,,2.089296130854033e-13,3.848625700603708e-13,59.8,0.78,19.52,2.95,,0.66,3.86,5.5,7.31,,0.03,wt%,100.38,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2134,phonolite1,La,Tracer,diffusion triple,1473.15,500,,,4.365158322401648e-13,1.105626332989302e-13,59.8,0.78,19.52,2.95,,0.66,3.86,5.5,7.31,,0.03,wt%,100.38,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2135,phonolite1,La,Tracer,diffusion triple,1523.15,500,,,7.943282347242802e-13,1.280305846554282e-13,59.8,0.78,19.52,2.95,,0.66,3.86,5.5,7.31,,0.07,wt%,100.38,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2136,phonolite1,La,Tracer,diffusion triple,1523.15,500,,,1.047128548050897e-12,1.446661551114296e-13,59.8,0.78,19.52,2.95,,0.66,3.86,5.5,7.31,,0.04,wt%,100.38,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2137,wet phonolite1,La,Tracer,diffusion triple,1423.15,500,,,2.398832919019493e-12,3.314110151950606e-13,59.8,0.78,19.52,2.95,,0.66,3.86,5.5,7.31,,1.68,wt%,100.38,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2138,wet phonolite1,La,Tracer,diffusion triple,1473.15,500,,,3.162277660168367e-12,4.368848040127064e-13,59.8,0.78,19.52,2.95,,0.66,3.86,5.5,7.31,,1.72,wt%,100.38,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2139,wet phonolite1,La,Tracer,diffusion triple,1528.15,500,,,8.128305161640986e-12,9.358057148250548e-13,59.8,0.78,19.52,2.95,,0.66,3.86,5.5,7.31,,1.86,wt%,100.38,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2250,Trachyte1,Nd,Tracer,diffusion triple,1323.15,500,,,1.318256738556399e-14,2.428318651951131e-15,62.37,0.48,18.61,3.68,,0.24,1.73,5.43,7.25,,0.1,wt%,99.79,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2251,Trachyte1,Nd,Tracer,diffusion triple,1423.15,500,,,4.677351412871962e-14,6.461999782784171e-15,62.37,0.48,18.61,3.68,,0.24,1.73,5.43,7.25,,0.04,wt%,99.79,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2252,Trachyte1,Nd,Tracer,diffusion triple,1423.15,500,,,3.01995172040201e-14,4.867587069071573e-15,62.37,0.48,18.61,3.68,,0.24,1.73,5.43,7.25,,0.08,wt%,99.79,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2253,Trachyte1,Nd,Tracer,diffusion triple,1468.15,500,,,5.623413251903484e-14,7.769032515346879e-15,62.37,0.48,18.61,3.68,,0.24,1.73,5.43,7.25,,0.07,wt%,99.79,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2254,Trachyte1,Nd,Tracer,diffusion triple,1523.15,500,,,1e-13,1.381551055796428e-14,62.37,0.48,18.61,3.68,,0.24,1.73,5.43,7.25,,0.06,wt%,99.79,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2255,Trachyte1,Nd,Tracer,diffusion triple,1527.15,500,,,1.318256738556401e-13,2.124778820457242e-14,62.37,0.48,18.61,3.68,,0.24,1.73,5.43,7.25,,0.06,wt%,99.79,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2256,wet trachyte1,Nd,Tracer,diffusion triple,1323.15,500,,,3.715352290971718e-13,7.699423320371478e-14,62.37,0.48,18.61,3.68,,0.24,1.73,5.43,7.25,,1.71,wt%,99.79,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2257,wet trachyte1,Nd,Tracer,diffusion triple,1373.15,500,,,4.677351412871968e-13,7.538999746581542e-14,62.37,0.48,18.61,3.68,,0.24,1.73,5.43,7.25,,1.15,wt%,99.79,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2258,wet trachyte1,Nd,Tracer,diffusion triple,1423.15,500,,,7.244359600749865e-13,1.668075442497494e-13,62.37,0.48,18.61,3.68,,0.24,1.73,5.43,7.25,,1.13,wt%,99.79,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2259,wet trachyte1,Nd,Tracer,diffusion triple,1464.15,500,,,1.148153621496879e-12,1.85060498932809e-13,62.37,0.48,18.61,3.68,,0.24,1.73,5.43,7.25,,1.66,wt%,99.79,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2260,wet trachyte1,Nd,Tracer,diffusion triple,1527.15,500,,,2.089296130854035e-12,3.848625700603711e-13,62.37,0.48,18.61,3.68,,0.24,1.73,5.43,7.25,,1.4,wt%,99.79,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2261,phonolite1,Nd,Tracer,diffusion triple,1373.15,500,,,8.12830516164097e-14,2.245933715580126e-14,59.8,0.78,19.52,2.95,,0.66,3.86,5.5,7.31,,0.07,wt%,100.38,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2262,phonolite1,Nd,Tracer,diffusion triple,1423.15,500,,,1.995262314968881e-13,3.675409010448108e-14,59.8,0.78,19.52,2.95,,0.66,3.86,5.5,7.31,,0.03,wt%,100.38,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2263,phonolite1,Nd,Tracer,diffusion triple,1423.15,500,,,2.137962089502225e-13,3.938271709339381e-14,59.8,0.78,19.52,2.95,,0.66,3.86,5.5,7.31,,0.06,wt%,100.38,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2264,phonolite1,Nd,Tracer,diffusion triple,1473.15,500,,,3.890451449942797e-13,6.27066685955875e-14,59.8,0.78,19.52,2.95,,0.66,3.86,5.5,7.31,,0.03,wt%,100.38,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2265,phonolite1,Nd,Tracer,diffusion triple,1523.15,500,,,9.120108393559077e-13,1.25998953800994e-13,59.8,0.78,19.52,2.95,,0.66,3.86,5.5,7.31,,0.04,wt%,100.38,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2266,phonolite1,Nd,Tracer,diffusion triple,1523.15,500,,,7.079457843841345e-13,1.14107378683962e-13,59.8,0.78,19.52,2.95,,0.66,3.86,5.5,7.31,,0.07,wt%,100.38,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2267,wet phonolite1,Nd,Tracer,diffusion triple,1323.15,500,,,3.715352290971718e-13,8.554914800412755e-14,59.8,0.78,19.52,2.95,,0.66,3.86,5.5,7.31,,1.6,wt%,100.38,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,64.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2268,wet phonolite1,Nd,Tracer,diffusion triple,1423.15,500,,,2.187761623949547e-12,3.022504381398404e-13,59.8,0.78,19.52,2.95,,0.66,3.86,5.5,7.31,,1.68,wt%,100.38,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2269,wet phonolite1,Nd,Tracer,diffusion triple,1473.15,500,,,3.019951720402016e-12,4.172217487775643e-13,59.8,0.78,19.52,2.95,,0.66,3.86,5.5,7.31,,1.72,wt%,100.38,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2270,wet phonolite1,Nd,Tracer,diffusion triple,1528.15,500,,,7.94328234724281e-12,9.145041761102026e-13,59.8,0.78,19.52,2.95,,0.66,3.86,5.5,7.31,,1.86,wt%,100.38,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2300,Trachyte1,Sm,Tracer,diffusion triple,1323.15,500,,,1.096478196143183e-14,2.272260914309065e-15,62.37,0.48,18.61,3.68,,0.24,1.73,5.43,7.25,,0.1,wt%,99.79,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2301,Trachyte1,Sm,Tracer,diffusion triple,1423.15,500,,,3.548133892335744e-14,4.901928125063535e-15,62.37,0.48,18.61,3.68,,0.24,1.73,5.43,7.25,,0.04,wt%,99.79,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2302,Trachyte1,Sm,Tracer,diffusion triple,1423.15,500,,,2.8840315031266e-14,4.648509562777164e-15,62.37,0.48,18.61,3.68,,0.24,1.73,5.43,7.25,,0.08,wt%,99.79,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2303,Trachyte1,Sm,Tracer,diffusion triple,1468.15,500,,,5.495408738576239e-14,7.592187744812917e-15,62.37,0.48,18.61,3.68,,0.24,1.73,5.43,7.25,,0.07,wt%,99.79,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2304,Trachyte1,Sm,Tracer,diffusion triple,1523.15,500,,,8.317637711026686e-14,1.14912411614011e-14,62.37,0.48,18.61,3.68,,0.24,1.73,5.43,7.25,,0.06,wt%,99.79,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2305,Trachyte1,Sm,Tracer,diffusion triple,1527.15,500,,,1e-13,1.381551055796428e-14,62.37,0.48,18.61,3.68,,0.24,1.73,5.43,7.25,,0.06,wt%,99.79,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2306,wet trachyte1,Sm,Tracer,diffusion triple,1323.15,500,,,3.630780547701006e-13,9.196199281576003e-14,62.37,0.48,18.61,3.68,,0.24,1.73,5.43,7.25,,1.71,wt%,99.79,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2307,wet trachyte1,Sm,Tracer,diffusion triple,1373.15,500,,,4.168693834703329e-13,7.679017824835257e-14,62.37,0.48,18.61,3.68,,0.24,1.73,5.43,7.25,,1.15,wt%,99.79,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2308,wet trachyte1,Sm,Tracer,diffusion triple,1423.15,500,,,6.606934480075954e-13,2.434084615073801e-13,62.37,0.48,18.61,3.68,,0.24,1.73,5.43,7.25,,1.13,wt%,99.79,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2309,wet trachyte1,Sm,Tracer,diffusion triple,1464.15,500,,,1.122018454301964e-12,2.066834373551939e-13,62.37,0.48,18.61,3.68,,0.24,1.73,5.43,7.25,,1.66,wt%,99.79,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2310,wet trachyte1,Sm,Tracer,diffusion triple,1527.15,500,,,1.995262314968876e-12,3.675409010448099e-13,62.37,0.48,18.61,3.68,,0.24,1.73,5.43,7.25,,1.4,wt%,99.79,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2311,phonolite1,Sm,Tracer,diffusion triple,1373.15,500,,,7.079457843841363e-14,2.608168655633423e-14,59.8,0.78,19.52,2.95,,0.66,3.86,5.5,7.31,,0.07,wt%,100.38,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2312,phonolite1,Sm,Tracer,diffusion triple,1423.15,500,,,1.778279410038918e-13,3.275711728587088e-14,59.8,0.78,19.52,2.95,,0.66,3.86,5.5,7.31,,0.03,wt%,100.38,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2313,phonolite1,Sm,Tracer,diffusion triple,1423.15,500,,,1.230268770812376e-13,2.266238825638948e-14,59.8,0.78,19.52,2.95,,0.66,3.86,5.5,7.31,,0.06,wt%,100.38,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2314,phonolite1,Sm,Tracer,diffusion triple,1473.15,500,,,3.548133892335748e-13,6.535904166751387e-14,59.8,0.78,19.52,2.95,,0.66,3.86,5.5,7.31,,0.03,wt%,100.38,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2315,phonolite1,Sm,Tracer,diffusion triple,1523.15,500,,,8.128305161640978e-13,1.122966857790064e-13,59.8,0.78,19.52,2.95,,0.66,3.86,5.5,7.31,,0.04,wt%,100.38,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2316,phonolite1,Sm,Tracer,diffusion triple,1523.15,500,,,6.918309709189333e-13,1.115099776356673e-13,59.8,0.78,19.52,2.95,,0.66,3.86,5.5,7.31,,0.07,wt%,100.38,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2317,wet phonolite1,Sm,Tracer,diffusion triple,1323.15,500,,,3.388441561392008e-13,9.362610033291248e-14,59.8,0.78,19.52,2.95,,0.66,3.86,5.5,7.31,,1.6,wt%,100.38,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,64.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2318,wet phonolite1,Sm,Tracer,diffusion triple,1423.15,500,,,2.041737944669525e-12,3.290892748637446e-13,59.8,0.78,19.52,2.95,,0.66,3.86,5.5,7.31,,1.68,wt%,100.38,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2319,wet phonolite1,Sm,Tracer,diffusion triple,1473.15,500,,,3.801893963205608e-12,5.252510618892773e-13,59.8,0.78,19.52,2.95,,0.66,3.86,5.5,7.31,,1.72,wt%,100.38,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2320,wet phonolite1,Sm,Tracer,diffusion triple,1528.15,500,,,6.760829753919794e-12,7.783692903823161e-13,59.8,0.78,19.52,2.95,,0.66,3.86,5.5,7.31,,1.86,wt%,100.38,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2378,Trachyte1,Eu,Tracer,diffusion triple,1323.15,500,,,1.86208713666286e-14,3.858852674462282e-15,62.37,0.48,18.61,3.68,,0.24,1.73,5.43,7.25,,0.1,wt%,99.79,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2379,Trachyte1,Eu,Tracer,diffusion triple,1423.15,500,,,1.621810097358927e-13,2.614049027692121e-14,62.37,0.48,18.61,3.68,,0.24,1.73,5.43,7.25,,0.04,wt%,99.79,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2380,Trachyte1,Eu,Tracer,diffusion triple,1423.15,500,,,3.090295432513587e-13,6.404101376268034e-14,62.37,0.48,18.61,3.68,,0.24,1.73,5.43,7.25,,0.08,wt%,99.79,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2381,Trachyte1,Eu,Tracer,diffusion triple,1468.15,500,,,1.148153621496882e-13,2.114977130660679e-14,62.37,0.48,18.61,3.68,,0.24,1.73,5.43,7.25,,0.07,wt%,99.79,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2382,Trachyte1,Eu,Tracer,diffusion triple,1523.15,500,,,5.888436553555867e-13,8.135175737555384e-14,62.37,0.48,18.61,3.68,,0.24,1.73,5.43,7.25,,0.06,wt%,99.79,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2383,Trachyte1,Eu,Tracer,diffusion triple,1527.15,500,,,2.45470891568503e-13,3.95652330982715e-14,62.37,0.48,18.61,3.68,,0.24,1.73,5.43,7.25,,0.06,wt%,99.79,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
2384,wet trachyte1,Eu,Tracer,diffusion triple,1323.15,500,,,1.548816618912475e-12,3.566282058489305e-13,62.37,0.48,18.61,3.68,,0.24,1.73,5.43,7.25,,1.71,wt%,99.79,Behrens2009CG,Behrens2009CG,Behrens,2009,CG,259,63.0,,10.1016/j.chemgeo.2008.10.014,Trace element diffusion and viscous flow in potassium-rich trachytic and phonolitic melts
